"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size_training","batching_strategy","command","context_length","dataset","gamma","gradient_accumulation_steps","gradient_clipping","gradient_clipping_threshold","lora_alpha","lora_ckpt_path","lora_dropout","lora_r","lora_target","lr","max_eval_step","max_train_step","max_val_step","method","metric.goal","metric.name","model_name","model_type","num_epochs","num_experts","num_experts_per_tok","num_workers_dataloader","output_dir","parameters.batch_size_training","parameters.batching_strategy","parameters.context_length","parameters.dataset","parameters.gamma","parameters.gradient_accumulation_stepss","parameters.gradient_clippings","parameters.gradient_clipping_threshold","parameters.lora_alphas","parameters.lora_dropouts","parameters.lora_rs","parameters.lora_targets","parameters.lrs","parameters.max_eval_step","parameters.max_train_step","parameters.max_val_step","parameters.model_type","parameters.num_epochs","parameters.num_experts","parameters.num_experts_per_tok","parameters.num_workers_dataloader","parameters.output_dir","parameters.project","parameters.quant_type","parameters.run_validation","parameters.save_metrics","parameters.save_model","parameters.seed","parameters.use_moe","parameters.use_profiler","parameters.use_wandb","parameters.val_batch_size","parameters.weight_decays","penalty_alpha","profiler_dir","program","project","quant_type","run_validation","save_metrics","save_model","seed","use_moe","use_profiler","use_wandb","val_batch_size","weight_decay","parameters.gradient_accumulation_steps","parameters.gradient_clipping","parameters.lora_alpha","parameters.lora_dropout","parameters.lr","parameters.penalty_alpha","parameters.weight_decay","avg_checkpoint_time","avg_epoch_time","avg_eval_loss","avg_eval_prep","avg_train_loss","avg_train_prep","eval/loss","eval/perplexity","train/epoch","train/loss","train/step"
"worldly-sweep-4","finished","-","","","2024-06-25T04:06:33.000Z","6653","2wzxvikn","1","padding","","8192","cust_support","0.1","128","false","1","448","","0.2","16","[""all_linear"",""embed""]","0.000001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","0.0000016209669411182404","5078.758593234001","1.0450960397720337","2.8436715602874756","0.004493378568440676","1.0045034885406494","1.0450960397720337","2.8436715602874756","1","0.007652801461517811","9999"
"wild-sweep-14","finished","-","","","2024-06-26T20:47:26.000Z","6550","2wzxvikn","1","padding","","8192","cust_support","0.1","64","true","1","192","","0.2","32","[""all_linear"",""embed""]","0.000001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","0.000001467997208237648","5016.5735496539855","1.0773723125457764","2.9369521141052246","0.009224960580468178","1.0092676877975464","1.0773723125457764","2.9369521141052246","1","0.015773309394717216","9999"
"youthful-sweep-13","finished","-","","","2024-06-26T18:26:07.000Z","8474","2wzxvikn","1","padding","","8192","cust_support","0.1","1","true","1","48","","0.2","32","[""all_linear"",""embed""]","0.000001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0.03","","","","","","","","0.0000022989697754383087","6454.899324697035","1.2047604322433472","3.3359596729278564","0.5811739563941956","1.7881364822387695","1.2047604322433472","3.3359596729278564","1","1.1782268285751345","9999"
"lemon-sweep-16","finished","-","","","2024-06-27T00:30:29.000Z","6825","2wzxvikn","1","padding","","8192","cust_support","0.1","1","true","1","48","","0.2","128","[""all_linear"",""embed"",""output""]","0.000001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","0.0000011309748515486715","5279.129964654974","1.2271238565444946","3.4114036560058594","0.5850086808204651","1.7950066328048706","1.2271238565444946","3.4114036560058594","1","1.1958503723144531","9999"
"robust-sweep-18","finished","-","","","2024-06-27T04:39:37.000Z","6621","2wzxvikn","1","padding","","8192","cust_support","0.1","1","false","1","48","","0.2","64","[""all_linear""]","0.000001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","0.0000015799887478351593","5060.27241404698","1.2752163410186768","3.5794758796691895","0.6048893928527832","1.8310496807098389","1.2752163410186768","3.5794758796691895","1","1.2441469430923462","9999"
"daily-sweep-3","finished","-","","","2024-06-25T01:44:56.000Z","8493","2wzxvikn","1","padding","","8192","cust_support","0.1","1","false","1","256","","0.1","16","[""all_linear""]","0.001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","0.0000013629905879497528","6484.528334446019","5.093272686004639","162.92218017578125","2.52549147605896","12.49703598022461","5.093272686004639","162.92218017578125","1","4.862521171569824","9999"
"unique-sweep-2","finished","-","","","2024-06-24T23:53:52.000Z","6656","2wzxvikn","1","padding","","8192","cust_support","0.1","32","false","1","48","","0.2","128","[""all_linear""]","0.001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0.03","","","","","","","","0.000001909967977553606","5121.780332802038","5.343093395233154","209.15872192382812","0.06336809694766998","1.0654189586639404","5.343093395233154","209.15872192382812","1","0.1617000252008438","9999"
"vague-sweep-1","failed","-","","","2024-07-01T19:56:53.000Z","18","","1","padding","","8192","cust_support","0.1","64","false","1","[32,128,512]","","0.1","16","[""all_linear"",""output""]","0.0001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","","","","","","","","","","",""
"smart-sweep-2","crashed","-","","","2024-07-01T19:57:13.000Z","6","","1","padding","","8192","cust_support","0.1","64","false","1","[32,128,512]","","0.1","16","[""all_linear""]","0.0001","10000","10000","","","","","","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","","","","","","","","","","",""
"toasty-sweep-9","crashed","-","","","2024-07-02T16:44:41.000Z","1744","","1","padding","","8192","cust_support","0.1","64","false","1","32","","0.1","128","[""all_linear""]","0.0001","10000","10000","","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","false","false","true","1","0","","","","","","","","","","","","","","","","1","0.015364007093012331","2888"
